     0.000   GOAL                   SET-BUFFER-CHUNK GOAL GOAL REQUESTED NIL 
    13.399   PROCEDURAL             PRODUCTION-FIRED READ-SECOND-TILE 
    13.399   PROCEDURAL             CONFLICT-RESOLUTION 
    13.424   VISION                 Encoding-complete VISUAL-LOCATION9-4-0 NIL 
    13.424   VISION                 No visual-object found 
    13.449   PROCEDURAL             PRODUCTION-FIRED MATCH-FOUND-RESTART 
    13.449   PROCEDURAL             CLEAR-BUFFER VISUAL 
    13.449   PROCEDURAL             CLEAR-BUFFER IMAGINAL 
    13.449   PROCEDURAL             CONFLICT-RESOLUTION 
    13.499   PROCEDURAL             PRODUCTION-FIRED START-FIND-UNATTENDED 
    13.499   PROCEDURAL             CLEAR-BUFFER VISUAL-LOCATION 
    13.499   VISION                 Find-location 
    13.499   VISION                 SET-BUFFER-CHUNK VISUAL-LOCATION VISUAL-LOCATION5-24 
    13.499   PROCEDURAL             CONFLICT-RESOLUTION 
    13.549   PROCEDURAL             PRODUCTION-FIRED ATTEND-FIRST-TILE 
    13.549   PROCEDURAL             CLEAR-BUFFER VISUAL-LOCATION 
    13.549   PROCEDURAL             CLEAR-BUFFER VISUAL 
    13.549   PROCEDURAL             CLEAR-BUFFER MANUAL 
    13.549   MOTOR                  MOVE-CURSOR OBJECT NIL LOC VISUAL-LOCATION5-24-0 
    13.549   PROCEDURAL             CONFLICT-RESOLUTION 
    13.589   PROCEDURAL             CONFLICT-RESOLUTION 
    13.590   PROCEDURAL             CONFLICT-RESOLUTION 
    13.591   PROCEDURAL             CONFLICT-RESOLUTION 
    13.592   PROCEDURAL             CONFLICT-RESOLUTION 
    13.593   PROCEDURAL             CONFLICT-RESOLUTION 
    13.594   PROCEDURAL             CONFLICT-RESOLUTION 
    13.595   PROCEDURAL             CONFLICT-RESOLUTION 
    13.596   PROCEDURAL             CONFLICT-RESOLUTION 
    13.597   PROCEDURAL             CONFLICT-RESOLUTION 
    13.598   PROCEDURAL             CONFLICT-RESOLUTION 
    13.599   PROCEDURAL             CONFLICT-RESOLUTION 
    13.600   PROCEDURAL             CONFLICT-RESOLUTION 
    13.601   PROCEDURAL             CONFLICT-RESOLUTION 
    13.602   PROCEDURAL             CONFLICT-RESOLUTION 
    13.603   PROCEDURAL             CONFLICT-RESOLUTION 
    13.604   PROCEDURAL             CONFLICT-RESOLUTION 
    13.605   PROCEDURAL             CONFLICT-RESOLUTION 
    13.606   PROCEDURAL             CONFLICT-RESOLUTION 
    13.607   PROCEDURAL             CONFLICT-RESOLUTION 
    13.608   PROCEDURAL             CONFLICT-RESOLUTION 
    13.609   PROCEDURAL             CONFLICT-RESOLUTION 
    13.610   PROCEDURAL             CONFLICT-RESOLUTION 
    13.611   PROCEDURAL             CONFLICT-RESOLUTION 
    13.612   PROCEDURAL             CONFLICT-RESOLUTION 
    13.613   PROCEDURAL             CONFLICT-RESOLUTION 
    13.614   PROCEDURAL             CONFLICT-RESOLUTION 
    13.615   PROCEDURAL             CONFLICT-RESOLUTION 
    13.616   PROCEDURAL             CONFLICT-RESOLUTION 
    13.617   PROCEDURAL             CONFLICT-RESOLUTION 
    13.618   PROCEDURAL             CONFLICT-RESOLUTION 
    13.619   PROCEDURAL             CONFLICT-RESOLUTION 
    13.620   PROCEDURAL             CONFLICT-RESOLUTION 
    13.621   PROCEDURAL             CONFLICT-RESOLUTION 
    13.622   PROCEDURAL             CONFLICT-RESOLUTION 
    13.623   PROCEDURAL             CONFLICT-RESOLUTION 
    13.624   PROCEDURAL             CONFLICT-RESOLUTION 
    13.625   PROCEDURAL             CONFLICT-RESOLUTION 
    13.626   PROCEDURAL             CONFLICT-RESOLUTION 
    13.627   PROCEDURAL             CONFLICT-RESOLUTION 
    13.628   PROCEDURAL             CONFLICT-RESOLUTION 
    13.629   PROCEDURAL             CONFLICT-RESOLUTION 
    13.630   PROCEDURAL             CONFLICT-RESOLUTION 
    13.631   PROCEDURAL             CONFLICT-RESOLUTION 
    13.632   PROCEDURAL             CONFLICT-RESOLUTION 
    13.633   PROCEDURAL             CONFLICT-RESOLUTION 
    13.634   VISION                 Encoding-complete VISUAL-LOCATION5-24-0 NIL 
    13.634   VISION                 SET-BUFFER-CHUNK VISUAL TEXT24 
    13.634   PROCEDURAL             CONFLICT-RESOLUTION 
    13.635   PROCEDURAL             CONFLICT-RESOLUTION 
    13.636   PROCEDURAL             CONFLICT-RESOLUTION 
    13.637   PROCEDURAL             CONFLICT-RESOLUTION 
    13.638   PROCEDURAL             CONFLICT-RESOLUTION 
    13.639   PROCEDURAL             CONFLICT-RESOLUTION 
    13.640   PROCEDURAL             CONFLICT-RESOLUTION 
    13.641   PROCEDURAL             CONFLICT-RESOLUTION 
    13.642   PROCEDURAL             CONFLICT-RESOLUTION 
    13.643   PROCEDURAL             CONFLICT-RESOLUTION 
    13.644   PROCEDURAL             CONFLICT-RESOLUTION 
    13.645   PROCEDURAL             CONFLICT-RESOLUTION 
    13.646   PROCEDURAL             CONFLICT-RESOLUTION 
    13.647   PROCEDURAL             CONFLICT-RESOLUTION 
    13.648   PROCEDURAL             CONFLICT-RESOLUTION 
    13.649   PROCEDURAL             CONFLICT-RESOLUTION 
    13.650   PROCEDURAL             CONFLICT-RESOLUTION 
    13.651   PROCEDURAL             CONFLICT-RESOLUTION 
    13.652   PROCEDURAL             CONFLICT-RESOLUTION 
    13.653   PROCEDURAL             CONFLICT-RESOLUTION 
    13.654   PROCEDURAL             CONFLICT-RESOLUTION 
    13.655   PROCEDURAL             CONFLICT-RESOLUTION 
    13.656   PROCEDURAL             CONFLICT-RESOLUTION 
    13.657   PROCEDURAL             CONFLICT-RESOLUTION 
    13.667   PROCEDURAL             CONFLICT-RESOLUTION 
    13.717   PROCEDURAL             PRODUCTION-FIRED CLICK-FIRST-TILE 
    13.717   PROCEDURAL             CLEAR-BUFFER MANUAL 
    13.717   MOTOR                  CLICK-MOUSE 
    13.717   PROCEDURAL             CONFLICT-RESOLUTION 
    13.747   PROCEDURAL             CONFLICT-RESOLUTION 
    13.757   PROCEDURAL             CONFLICT-RESOLUTION 
    13.767   MOTOR                  OUTPUT-KEY #(28 2) 
*** CONCENTRATION: Clicked 9 #(105 106).
    13.767   PROCEDURAL             CONFLICT-RESOLUTION 
    13.777   PROCEDURAL             CONFLICT-RESOLUTION 
    13.827   PROCEDURAL             PRODUCTION-FIRED READ-FIRST-TILE 
    13.827   PROCEDURAL             CLEAR-BUFFER VISUAL 
    13.827   PROCEDURAL             CLEAR-BUFFER IMAGINAL 
    13.827   PROCEDURAL             CONFLICT-RESOLUTION 
    14.027   IMAGINAL               SET-BUFFER-CHUNK IMAGINAL TILE19 
    14.027   PROCEDURAL             CONFLICT-RESOLUTION 
    14.077   PROCEDURAL             PRODUCTION-FIRED FIND-RANDOM-SECOND-TILE 
    14.077   PROCEDURAL             CLEAR-BUFFER VISUAL-LOCATION 
    14.077   VISION                 Find-location 
    14.077   VISION                 SET-BUFFER-CHUNK VISUAL-LOCATION VISUAL-LOCATION8-25 
    14.077   PROCEDURAL             CONFLICT-RESOLUTION 
    14.127   PROCEDURAL             PRODUCTION-FIRED ATTEND-SECOND-TILE 
    14.127   PROCEDURAL             CLEAR-BUFFER VISUAL-LOCATION 
    14.127   PROCEDURAL             CLEAR-BUFFER VISUAL 
    14.127   PROCEDURAL             CLEAR-BUFFER MANUAL 
    14.127   MOTOR                  MOVE-CURSOR OBJECT NIL LOC VISUAL-LOCATION8-25-0 
    14.127   PROCEDURAL             CONFLICT-RESOLUTION 
    14.167   PROCEDURAL             CONFLICT-RESOLUTION 
    14.168   PROCEDURAL             CONFLICT-RESOLUTION 
    14.169   PROCEDURAL             CONFLICT-RESOLUTION 
    14.170   PROCEDURAL             CONFLICT-RESOLUTION 
    14.171   PROCEDURAL             CONFLICT-RESOLUTION 
    14.172   PROCEDURAL             CONFLICT-RESOLUTION 
    14.173   PROCEDURAL             CONFLICT-RESOLUTION 
    14.174   PROCEDURAL             CONFLICT-RESOLUTION 
    14.175   PROCEDURAL             CONFLICT-RESOLUTION 
    14.176   PROCEDURAL             CONFLICT-RESOLUTION 
    14.177   PROCEDURAL             CONFLICT-RESOLUTION 
    14.178   PROCEDURAL             CONFLICT-RESOLUTION 
    14.179   PROCEDURAL             CONFLICT-RESOLUTION 
    14.180   PROCEDURAL             CONFLICT-RESOLUTION 
    14.181   PROCEDURAL             CONFLICT-RESOLUTION 
    14.182   PROCEDURAL             CONFLICT-RESOLUTION 
    14.183   PROCEDURAL             CONFLICT-RESOLUTION 
    14.184   PROCEDURAL             CONFLICT-RESOLUTION 
    14.185   PROCEDURAL             CONFLICT-RESOLUTION 
    14.186   PROCEDURAL             CONFLICT-RESOLUTION 
    14.187   PROCEDURAL             CONFLICT-RESOLUTION 
    14.188   PROCEDURAL             CONFLICT-RESOLUTION 
    14.189   PROCEDURAL             CONFLICT-RESOLUTION 
    14.190   PROCEDURAL             CONFLICT-RESOLUTION 
    14.191   PROCEDURAL             CONFLICT-RESOLUTION 
    14.192   PROCEDURAL             CONFLICT-RESOLUTION 
    14.193   PROCEDURAL             CONFLICT-RESOLUTION 
    14.194   PROCEDURAL             CONFLICT-RESOLUTION 
    14.195   PROCEDURAL             CONFLICT-RESOLUTION 
    14.196   PROCEDURAL             CONFLICT-RESOLUTION 
    14.197   PROCEDURAL             CONFLICT-RESOLUTION 
    14.198   PROCEDURAL             CONFLICT-RESOLUTION 
    14.199   PROCEDURAL             CONFLICT-RESOLUTION 
    14.200   PROCEDURAL             CONFLICT-RESOLUTION 
    14.201   PROCEDURAL             CONFLICT-RESOLUTION 
    14.202   PROCEDURAL             CONFLICT-RESOLUTION 
    14.203   PROCEDURAL             CONFLICT-RESOLUTION 
    14.204   PROCEDURAL             CONFLICT-RESOLUTION 
    14.205   PROCEDURAL             CONFLICT-RESOLUTION 
    14.206   PROCEDURAL             CONFLICT-RESOLUTION 
    14.207   PROCEDURAL             CONFLICT-RESOLUTION 
    14.208   PROCEDURAL             CONFLICT-RESOLUTION 
    14.209   PROCEDURAL             CONFLICT-RESOLUTION 
    14.210   PROCEDURAL             CONFLICT-RESOLUTION 
    14.211   PROCEDURAL             CONFLICT-RESOLUTION 
    14.212   VISION                 Encoding-complete VISUAL-LOCATION8-25-0 NIL 
    14.212   VISION                 SET-BUFFER-CHUNK VISUAL TEXT25 
    14.212   PROCEDURAL             CONFLICT-RESOLUTION 
    14.213   PROCEDURAL             CONFLICT-RESOLUTION 
    14.214   PROCEDURAL             CONFLICT-RESOLUTION 
    14.215   PROCEDURAL             CONFLICT-RESOLUTION 
    14.216   PROCEDURAL             CONFLICT-RESOLUTION 
    14.217   PROCEDURAL             CONFLICT-RESOLUTION 
    14.218   PROCEDURAL             CONFLICT-RESOLUTION 
    14.219   PROCEDURAL             CONFLICT-RESOLUTION 
    14.220   PROCEDURAL             CONFLICT-RESOLUTION 
    14.221   PROCEDURAL             CONFLICT-RESOLUTION 
    14.222   PROCEDURAL             CONFLICT-RESOLUTION 
    14.223   PROCEDURAL             CONFLICT-RESOLUTION 
    14.224   PROCEDURAL             CONFLICT-RESOLUTION 
    14.225   PROCEDURAL             CONFLICT-RESOLUTION 
    14.226   PROCEDURAL             CONFLICT-RESOLUTION 
    14.227   PROCEDURAL             CONFLICT-RESOLUTION 
    14.228   PROCEDURAL             CONFLICT-RESOLUTION 
    14.229   PROCEDURAL             CONFLICT-RESOLUTION 
    14.230   PROCEDURAL             CONFLICT-RESOLUTION 
    14.231   PROCEDURAL             CONFLICT-RESOLUTION 
    14.232   PROCEDURAL             CONFLICT-RESOLUTION 
    14.233   PROCEDURAL             CONFLICT-RESOLUTION 
    14.234   PROCEDURAL             CONFLICT-RESOLUTION 
    14.235   PROCEDURAL             CONFLICT-RESOLUTION 
    14.245   PROCEDURAL             CONFLICT-RESOLUTION 
    14.295   PROCEDURAL             PRODUCTION-FIRED CLICK-SECOND-TILE 
    14.295   PROCEDURAL             CLEAR-BUFFER MANUAL 
    14.295   MOTOR                  CLICK-MOUSE 
    14.295   PROCEDURAL             CONFLICT-RESOLUTION 
    14.325   PROCEDURAL             CONFLICT-RESOLUTION 
    14.335   PROCEDURAL             CONFLICT-RESOLUTION 
    14.345   MOTOR                  OUTPUT-KEY #(28 2) 
*** CONCENTRATION: Clicked 4 #(205 6).
    14.345   PROCEDURAL             CONFLICT-RESOLUTION 
    14.355   PROCEDURAL             CONFLICT-RESOLUTION 
    14.405   PROCEDURAL             PRODUCTION-FIRED READ-SECOND-TILE 
    14.405   PROCEDURAL             CONFLICT-RESOLUTION 
    14.455   PROCEDURAL             PRODUCTION-FIRED NO-MATCH-FOUND-CHECK-EARLIER 
    14.455   PROCEDURAL             CLEAR-BUFFER VISUAL 
    14.455   PROCEDURAL             CLEAR-BUFFER IMAGINAL 
    14.455   PROCEDURAL             CLEAR-BUFFER RETRIEVAL 
    14.455   DECLARATIVE            START-RETRIEVAL 
    14.455   DECLARATIVE            RETRIEVED-CHUNK TILE2-0 
    14.455   DECLARATIVE            SET-BUFFER-CHUNK RETRIEVAL TILE2-0 
    14.455   PROCEDURAL             CONFLICT-RESOLUTION 
    14.505   PROCEDURAL             PRODUCTION-FIRED START-WITH-SEED 
    14.505   PROCEDURAL             CLEAR-BUFFER RETRIEVAL 
    14.505   PROCEDURAL             CLEAR-BUFFER VISUAL 
    14.505   PROCEDURAL             CLEAR-BUFFER MANUAL 
    14.505   MOTOR                  MOVE-CURSOR OBJECT NIL LOC VISUAL-LOCATION0-1-0 
    14.505   PROCEDURAL             CONFLICT-RESOLUTION 
    14.545   PROCEDURAL             CONFLICT-RESOLUTION 
    14.546   PROCEDURAL             CONFLICT-RESOLUTION 
    14.547   PROCEDURAL             CONFLICT-RESOLUTION 
    14.548   PROCEDURAL             CONFLICT-RESOLUTION 
    14.549   PROCEDURAL             CONFLICT-RESOLUTION 
    14.550   PROCEDURAL             CONFLICT-RESOLUTION 
    14.551   PROCEDURAL             CONFLICT-RESOLUTION 
    14.552   PROCEDURAL             CONFLICT-RESOLUTION 
    14.553   PROCEDURAL             CONFLICT-RESOLUTION 
    14.554   PROCEDURAL             CONFLICT-RESOLUTION 
    14.555   PROCEDURAL             CONFLICT-RESOLUTION 
    14.556   PROCEDURAL             CONFLICT-RESOLUTION 
    14.557   PROCEDURAL             CONFLICT-RESOLUTION 
    14.558   PROCEDURAL             CONFLICT-RESOLUTION 
    14.559   PROCEDURAL             CONFLICT-RESOLUTION 
    14.560   PROCEDURAL             CONFLICT-RESOLUTION 
    14.561   PROCEDURAL             CONFLICT-RESOLUTION 
    14.562   PROCEDURAL             CONFLICT-RESOLUTION 
    14.563   PROCEDURAL             CONFLICT-RESOLUTION 
    14.564   PROCEDURAL             CONFLICT-RESOLUTION 
    14.565   PROCEDURAL             CONFLICT-RESOLUTION 
    14.566   PROCEDURAL             CONFLICT-RESOLUTION 
    14.567   PROCEDURAL             CONFLICT-RESOLUTION 
    14.568   PROCEDURAL             CONFLICT-RESOLUTION 
    14.569   PROCEDURAL             CONFLICT-RESOLUTION 
    14.570   PROCEDURAL             CONFLICT-RESOLUTION 
    14.571   PROCEDURAL             CONFLICT-RESOLUTION 
    14.572   PROCEDURAL             CONFLICT-RESOLUTION 
    14.573   PROCEDURAL             CONFLICT-RESOLUTION 
    14.574   PROCEDURAL             CONFLICT-RESOLUTION 
    14.575   PROCEDURAL             CONFLICT-RESOLUTION 
    14.576   PROCEDURAL             CONFLICT-RESOLUTION 
    14.577   PROCEDURAL             CONFLICT-RESOLUTION 
    14.578   PROCEDURAL             CONFLICT-RESOLUTION 
    14.579   PROCEDURAL             CONFLICT-RESOLUTION 
    14.580   PROCEDURAL             CONFLICT-RESOLUTION 
    14.581   PROCEDURAL             CONFLICT-RESOLUTION 
    14.582   PROCEDURAL             CONFLICT-RESOLUTION 
    14.583   PROCEDURAL             CONFLICT-RESOLUTION 
    14.584   PROCEDURAL             CONFLICT-RESOLUTION 
    14.585   PROCEDURAL             CONFLICT-RESOLUTION 
    14.586   PROCEDURAL             CONFLICT-RESOLUTION 
    14.587   PROCEDURAL             CONFLICT-RESOLUTION 
    14.588   PROCEDURAL             CONFLICT-RESOLUTION 
    14.589   PROCEDURAL             CONFLICT-RESOLUTION 
    14.590   VISION                 Encoding-complete VISUAL-LOCATION0-1-0 NIL 
    14.590   VISION                 SET-BUFFER-CHUNK VISUAL TEXT26 
    14.590   PROCEDURAL             CONFLICT-RESOLUTION 
    14.591   PROCEDURAL             CONFLICT-RESOLUTION 
    14.592   PROCEDURAL             CONFLICT-RESOLUTION 
    14.593   PROCEDURAL             CONFLICT-RESOLUTION 
    14.594   PROCEDURAL             CONFLICT-RESOLUTION 
    14.595   PROCEDURAL             CONFLICT-RESOLUTION 
    14.596   PROCEDURAL             CONFLICT-RESOLUTION 
    14.597   PROCEDURAL             CONFLICT-RESOLUTION 
    14.598   PROCEDURAL             CONFLICT-RESOLUTION 
    14.599   PROCEDURAL             CONFLICT-RESOLUTION 
    14.600   PROCEDURAL             CONFLICT-RESOLUTION 
    14.601   PROCEDURAL             CONFLICT-RESOLUTION 
    14.602   PROCEDURAL             CONFLICT-RESOLUTION 
    14.603   PROCEDURAL             CONFLICT-RESOLUTION 
    14.604   PROCEDURAL             CONFLICT-RESOLUTION 
    14.605   PROCEDURAL             CONFLICT-RESOLUTION 
    14.606   PROCEDURAL             CONFLICT-RESOLUTION 
    14.607   PROCEDURAL             CONFLICT-RESOLUTION 
    14.608   PROCEDURAL             CONFLICT-RESOLUTION 
    14.609   PROCEDURAL             CONFLICT-RESOLUTION 
    14.610   PROCEDURAL             CONFLICT-RESOLUTION 
    14.611   PROCEDURAL             CONFLICT-RESOLUTION 
    14.612   PROCEDURAL             CONFLICT-RESOLUTION 
    14.613   PROCEDURAL             CONFLICT-RESOLUTION 
    14.614   PROCEDURAL             CONFLICT-RESOLUTION 
    14.615   PROCEDURAL             CONFLICT-RESOLUTION 
    14.616   PROCEDURAL             CONFLICT-RESOLUTION 
    14.617   PROCEDURAL             CONFLICT-RESOLUTION 
    14.618   PROCEDURAL             CONFLICT-RESOLUTION 
    14.619   PROCEDURAL             CONFLICT-RESOLUTION 
    14.620   PROCEDURAL             CONFLICT-RESOLUTION 
    14.621   PROCEDURAL             CONFLICT-RESOLUTION 
    14.622   PROCEDURAL             CONFLICT-RESOLUTION 
    14.623   PROCEDURAL             CONFLICT-RESOLUTION 
    14.624   PROCEDURAL             CONFLICT-RESOLUTION 
    14.625   PROCEDURAL             CONFLICT-RESOLUTION 
    14.626   PROCEDURAL             CONFLICT-RESOLUTION 
    14.627   PROCEDURAL             CONFLICT-RESOLUTION 
    14.628   PROCEDURAL             CONFLICT-RESOLUTION 
    14.629   PROCEDURAL             CONFLICT-RESOLUTION 
    14.630   PROCEDURAL             CONFLICT-RESOLUTION 
    14.631   PROCEDURAL             CONFLICT-RESOLUTION 
    14.632   PROCEDURAL             CONFLICT-RESOLUTION 
    14.633   PROCEDURAL             CONFLICT-RESOLUTION 
    14.634   PROCEDURAL             CONFLICT-RESOLUTION 
    14.635   PROCEDURAL             CONFLICT-RESOLUTION 
    14.636   PROCEDURAL             CONFLICT-RESOLUTION 
    14.637   PROCEDURAL             CONFLICT-RESOLUTION 
    14.638   PROCEDURAL             CONFLICT-RESOLUTION 
    14.639   PROCEDURAL             CONFLICT-RESOLUTION 
    14.640   PROCEDURAL             CONFLICT-RESOLUTION 
    14.641   PROCEDURAL             CONFLICT-RESOLUTION 
    14.642   PROCEDURAL             CONFLICT-RESOLUTION 
    14.643   PROCEDURAL             CONFLICT-RESOLUTION 
    14.644   PROCEDURAL             CONFLICT-RESOLUTION 
    14.645   PROCEDURAL             CONFLICT-RESOLUTION 
    14.646   PROCEDURAL             CONFLICT-RESOLUTION 
    14.647   PROCEDURAL             CONFLICT-RESOLUTION 
